,name,online_order,book_table,rate,votes,location,rest_type,cuisines,type,city,review_sentimen
38707,Roomali,0,1,4.0,178,12,1,1,4,20,3.0
38708,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,1,0,4.1,117,71,1,6,4,20,3.0
38709,Riwaz - The Ritz-Carlton,0,1,4.1,275,70,2,1,4,20,4.0
38710,Masala Klub - The Taj West End,0,1,4.4,309,66,1,2,4,20,3.0
38711,Kudla - Hotel Ramanashree,1,1,4.2,354,71,1,3,4,20,3.0
38712,Panchavati Gaurav Thali,0,1,4.0,930,8,1,2,4,20,3.0
38713,Oye Amritsar,1,1,4.1,456,12,1,1,4,20,3.0
38714,Pecos Classic,0,1,4.1,557,8,2,1,4,20,3.0
38715,My Space - WelcomeHotel Bengaluru,0,0,3.9,23,71,1,1,4,20,3.0
38716,Guzzlers Inn,0,0,3.9,951,8,1,2,4,20,3.0
38717,Chin Lung Resto Bar,0,0,4.0,434,70,1,3,4,20,3.0
38718,Puran da Dhaba - The Pride Hotel,1,0,4.0,166,71,2,1,4,20,3.0
38719,Le Rock,1,0,4.1,1214,8,1,2,4,20,3.0
38720,Red Onion,1,1,4.3,569,78,1,4,4,20,4.0
38721,Qissa Khawani,1,0,4.3,327,12,1,2,4,20,3.0
38722,Ging - Royal Orchid Central,1,1,4.4,232,52,2,1,4,20,3.0
38723,Memories of China - Taj MG Road Bengaluru,0,1,4.3,454,52,1,2,4,20,3.0
38724,Fuel Resto Bar,0,0,4.2,38,71,1,3,4,20,3.0
38725,Somilan Steak House,0,0,4.3,539,12,1,5,4,20,3.0
38726,Ithaca - The Chancery Pavilion,0,1,3.9,312,70,1,4,4,20,3.0
38727,The Lantern Restaurant & Bar - The Ritz-Carlton...,0,1,4.3,430,70,2,1,4,20,3.0
38728,Foodhall,1,0,4.0,114,52,1,3,4,20,3.0
38729,Tiger Trail - Ramada Hotel,1,1,4.0,190,79,2,2,4,20,3.0
38730,Wolf'ish,1,0,4.1,481,12,1,5,4,20,3.0
38731,Chung Wah,1,0,4.0,362,70,1,4,4,20,3.0
38732,Peace Restaurant,1,0,2.8,110,78,1,3,4,20,1.0
38733,Utse Kitchen,1,0,4.2,175,14,1,3,4,20,3.0
38734,Ice - Taj MG Road Bengaluru,0,1,4.1,611,52,1,1,4,20,3.0
38735,Blue Bar - The Taj West End,0,1,4.0,116,66,1,1,4,20,3.0
38736,Peppa Zzing,1,0,4.3,1135,28,1,3,4,20,3.0
38737,Kabab Korner,1,0,3.9,206,81,1,3,4,20,3.0
38738,The Flying Squirrel,0,0,4.0,27,8,1,1,4,20,3.0
38739,i-Bar - The Park Bangalore,0,0,3.8,621,52,1,3,4,20,3.0
38740,The Courtyard,0,1,3.9,300,78,1,2,4,20,3.0
38741,Imperial Restaurant,1,0,3.9,366,70,1,4,4,20,3.0
38743,Dakshin Restaurant,1,0,3.6,17,8,1,4,4,20,3.0
38744,Cafe Imroze,1,0,3.6,96,28,2,4,4,20,1.0
38745,Fort Kochi,0,1,4.1,338,52,2,2,4,20,3.0
38746,Ayda Persian Kitchen,1,0,3.9,227,12,1,2,4,20,3.0
38747,Shaken & Stirred,1,0,3.9,86,66,2,3,4,20,3.0
38748,Lotus Pavilion - ITC Gardenia,0,1,4.2,178,71,1,1,4,20,3.0
38749,The Egg Factory,1,0,4.2,1770,81,1,2,4,20,3.0
38750,Pizza Hut,1,0,3.9,388,8,1,2,4,20,3.0
38751,Fusion Lounge,0,0,2.0,397,8,1,1,4,20,3.0
38752,Nossa Goa,1,1,4.1,300,71,1,4,4,20,3.0
38753,Chugg,0,1,3.9,747,12,1,4,4,20,3.0
38754,The Good Grain,1,0,4.1,54,70,1,3,4,20,3.0
38755,Happy Belly Bakes,1,0,4.1,118,52,2,2,4,20,3.0
38756,New Hilal Restaurant,1,0,4.0,111,79,1,3,4,20,3.0
38757,Trick Or Treat,0,0,4.2,620,8,1,5,4,20,3.0
38758,Scottish Pub,0,0,3.9,190,81,1,1,4,20,3.0
38759,Palmgrove,0,0,4.0,227,70,1,4,4,20,3.0
38760,OCEA HOTEL,1,0,3.7,280,8,1,3,4,20,3.0
38761,The Biryani Paradise,0,0,3.8,32,71,1,2,4,20,3.0
38762,Taj Hotel,1,0,3.7,110,79,1,2,4,20,3.0
38763,Maravanthe,1,0,3.5,12,8,1,2,4,20,1.0
38764,Parika Multicuisine Restaurant,1,1,3.8,203,71,1,3,4,20,3.0
38765,WYT RestroPub,0,0,2.7,406,52,1,2,4,20,3.0
38766,MTR 1924,0,0,4.2,700,81,1,1,4,20,3.0
38767,Thai House,1,0,4.3,129,8,1,1,4,20,3.0
38768,Kaulige Millet Corner,1,0,4.0,32,8,1,2,4,20,3.0
38769,Desi Inn,1,0,3.5,13,78,1,1,4,20,3.0
38770,The Oriental Spice - Ashraya Hotel,1,0,3.9,158,28,1,3,4,20,4.0
38771,Revoli Hotel,0,0,3.2,22,78,1,2,4,20,3.0
38772,ThrowBack - Pub & Dine,0,0,3.9,234,50,2,3,4,20,3.0
38773,Shyvan Restaurant,1,0,3.6,83,78,1,2,4,20,3.0
38774,Pinxx - Royal Orchid Central,1,1,3.8,200,52,1,2,4,20,3.0
38775,Swathi Deluxe Restaurant,1,0,2.9,75,78,1,1,4,20,3.0
38776,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28,1,0,3.4,9,79,1,1,4,20,0.0
38777,One Atria Cafe,0,1,3.8,110,66,1,3,4,20,3.0
38778,Monsoon - The Park Bangalore,0,1,4.1,274,52,1,2,4,20,3.0
38779,Alampur Bar And Restaurant,1,0,3.7,43,66,1,3,4,20,3.0
38780,Al Noor,0,0,3.8,22,79,1,4,4,20,3.0
38781,Kamat Hotel,0,0,3.6,62,79,1,3,4,20,3.0
38782,Cafe Treat - The Pride Hotel,1,0,4.1,118,71,1,3,4,20,3.0
38783,Woody's,0,0,2.5,433,14,1,3,4,20,3.0
38784,Little Chef,0,0,4.0,102,71,1,1,4,20,3.0
38785,Fatso's,1,0,3.8,75,8,1,4,4,20,3.0
38786,Tijouri,0,1,4.0,76,66,1,2,4,20,3.0
38787,Mint Masala,0,0,2.8,254,28,1,2,4,20,1.0
38788,Downtown,0,0,3.7,297,70,1,2,4,20,1.0
38789,The Lobby Lounge - The Ritz-Carlton,0,0,4.1,28,70,1,1,4,20,3.0
38790,The Ritz-Carlton Bar - The Ritz-Carlton,0,0,4.0,93,70,1,1,4,20,3.0
38791,Sphyre - Gateway Hotel,0,0,3.6,45,70,1,1,4,20,3.0
38792,The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,0,0,4.0,31,71,1,1,4,20,3.0
38793,Skyline Family Restaurant,1,0,3.4,33,78,1,4,4,20,3.0
38794,The Chariot,1,0,2.9,50,8,1,3,4,20,3.0
38795,A2B - Adyar Ananda Bhavan,1,0,3.9,185,78,1,5,4,20,3.0
38796,Tewari Bros Mithai Shoppie,1,0,3.8,59,14,1,2,4,20,3.0
38797,Aqua - The Park Bangalore,0,1,4.0,195,52,2,3,4,20,3.0
38798,Strikers Sports Bar and Music,0,1,3.8,73,78,1,3,4,20,3.0
38799,Polo Club - The Oberoi,0,0,4.1,116,52,1,4,4,20,3.0
38800,Yak's Kitchen,0,0,4.0,165,8,1,3,4,20,3.0
38801,The Adukkala Restaurant,1,0,3.6,41,8,1,1,4,20,3.0
38802,Tata Cha,1,0,3.8,68,12,2,3,4,20,3.0
38803,Saatvikk,0,0,2.8,132,8,1,3,4,20,3.0
38804,Sidewalk Cafe - Nahar's Heritage Hotel,0,0,3.9,135,81,1,2,4,20,3.0
38805,Szechwan Court - The Oberoi,0,0,4.1,171,52,1,1,4,20,3.0
38806,Rahhams,1,0,2.6,310,78,1,3,4,20,3.0
38807,Haldiram's Express,1,0,3.6,44,8,1,1,4,20,1.0
38808,Kabab Magic,1,0,3.9,75,71,1,3,4,20,3.0
38809,Curry with a 'K' - St. Mark's Hotel,0,0,3.9,90,81,1,3,4,20,3.0
38810,Shaadi Ki Biryani,1,0,2.8,302,14,1,1,4,20,3.0
38811,Halli Oota,0,0,3.3,6,81,1,2,4,20,3.0
38812,Driven Cafe,1,0,3.4,122,70,1,3,4,20,3.0
38813,In Wok,1,0,3.6,118,71,1,1,4,20,3.0
38814,Soul Cafe,0,1,3.9,316,52,1,3,4,20,3.0
38815,Barista,0,0,3.7,35,78,1,1,4,20,3.0
38816,Chaithanya Delicacy,0,0,3.7,53,71,1,4,4,20,4.0
38817,Beijing Bites,1,0,3.8,265,71,1,2,4,20,3.0
38818,China South,0,0,3.4,4,8,1,2,4,20,3.0
38819,Pind Balluchi,1,1,4.0,1024,8,1,3,4,20,3.0
38820,Wazir's,1,0,3.3,262,78,1,2,4,20,1.0
38821,Northern Gate- Gateway Hotel,0,1,4.0,102,70,1,1,4,20,3.0
38822,Canopy,0,0,3.0,108,52,1,3,4,20,3.0
38823,Cafe @ Elanza,0,0,3.7,145,71,2,3,4,20,3.0
38824,Cafe 22,0,0,3.0,11,12,1,2,4,20,1.0
38825,Chai Ki Tapri,0,0,3.7,16,52,1,1,4,20,3.0
38826,Tempura Restaurant,0,0,3.9,122,8,1,4,4,20,3.0
38827,Desi Deck,1,1,3.9,96,8,2,3,4,20,3.0
38828,The RoofTop,0,0,3.3,4,81,1,3,4,20,0.0
38830,White Plate,0,1,4.2,260,52,2,3,4,20,3.0
38831,The Hub - Ibis Hotel,0,0,3.5,29,71,1,3,4,20,3.0
38832,No 10 Fort Cochin,0,0,3.4,6,70,1,4,4,20,3.0
38833,Chai Point,1,0,4.0,134,70,2,2,4,20,4.0
38834,The Jungle Terrace,1,0,3.5,13,8,1,3,4,20,4.0
38835,MoXa Bistro,0,1,3.9,36,8,1,4,4,20,3.0
38836,Naidu Military Hotel,0,0,2.7,26,78,1,3,4,20,1.0
38837,Tiffanys,0,0,2.9,31,78,1,3,4,20,1.0
38838,Aromas Of South,1,0,3.7,46,66,1,1,4,20,4.0
38839,70 Brigade - Iris Hotel,0,1,3.9,105,8,1,3,4,20,1.0
38840,Nithyothsav - Hotel Ramanashree,0,0,3.0,31,52,1,2,4,20,3.0
38841,Cafe Monarch Luxur,0,0,3.8,23,28,1,4,4,20,4.0
38842,Flame Pub & Restaurant - Brigade Garden,0,0,2.9,24,8,2,2,4,20,4.0
38843,Jaisalmer,0,0,3.7,57,81,1,2,4,20,4.0
38844,Hashtag Cafe,0,0,2.8,46,8,1,4,4,20,3.0
38845,Sunehri,0,0,3.8,67,71,1,1,4,20,1.0
38846,Page 3 Multicuisine Restaurant & Bar,0,0,3.5,14,70,1,3,4,20,3.0
38847,Masala Kitchen,0,0,3.0,4,8,1,1,4,20,1.0
38848,Ottimo - ITC Gardenia,0,1,4.3,165,71,1,2,4,20,3.0
38849,Bazaar- Zone By The Park,0,1,3.8,52,28,1,4,4,20,0.0
38850,Hotel Shangrila,0,0,3.7,125,8,1,2,4,20,3.0
38851,Sri Vishnu Bhavan Veg,0,0,3.700448817952718,0,78,1,3,4,20,0.0
38852,Nawab's Kolkatta Roll,0,0,3.4,5,8,1,2,4,20,3.0
38853,Shan Restaurant,1,0,3.0,20,8,1,4,4,20,4.0
38854,Hatti Punjab Di,1,0,2.8,20,8,1,2,4,20,3.0
38855,Stir Fry,0,0,4.0,209,70,1,2,4,20,3.0
38856,MM Bar & Restaurant,0,0,3.6,11,79,1,2,4,20,3.0
38857,Coco Grove Beer Cafe,0,0,3.8,151,12,1,1,4,20,3.0
38858,Bread and Circus,0,0,3.7,50,78,1,4,4,20,3.0
38859,Funjabi,0,0,3.5,140,12,1,1,4,20,3.0
38860,AM Biryani Junction,0,0,3.700448817952718,0,71,1,3,4,20,3.0
38861,Sandhya Sagar,0,0,3.700448817952718,0,78,1,3,4,20,0.0
38862,Mehendi,0,0,3.700448817952718,0,70,1,2,4,20,3.0
38863,Baahubelly,0,0,3.7,68,8,1,2,4,20,3.0
38864,Smokie Brownie,0,0,3.2,7,8,1,1,4,20,3.0
38865,Gowdara Naati Mane,0,0,3.700448817952718,0,70,1,2,4,20,4.0
38866,Nandhini Paradise,0,1,3.6,278,81,2,3,4,20,3.0
38867,Aathithya,0,0,3.1,16,28,1,3,4,20,3.0
38868,The Lounge - The Chancery Pavilion,0,0,3.7,34,70,1,3,4,20,3.0
38869,VT Sindhur Veg,0,0,3.3,13,71,1,2,4,20,3.0
38870,Alibi - Maya International Hotel,0,0,1.8,225,12,1,3,4,20,1.0
38871,Monarch,0,0,3.5,10,8,1,4,4,20,4.0
38872,Hotel Green Tara,0,0,3.9,42,8,1,3,4,20,3.0
38873,Nagashree's,0,0,2.9,46,78,1,3,4,20,3.0
38874,Mughals Restaurant,0,0,3.1,17,79,1,5,4,20,3.0
38875,Daivik,0,0,3.3,6,66,1,3,4,20,3.0
38877,Norsha Caffe,0,0,3.3,6,14,1,1,4,20,3.0
38878,By Chance,0,1,3.700448817952718,0,8,2,4,4,20,3.0
38879,No 10 Fort Cochin,1,1,3.8,195,81,1,4,4,20,3.0
38880,Unicorn Bar & Restaurant,0,0,3.9,119,28,2,3,4,20,3.0
38881,Murugan Mess,0,0,3.3,7,79,1,1,4,20,4.0
38882,Luscious - St. Mark's Hotel,0,0,3.7,11,81,1,2,4,20,4.0
38883,Spice It,0,0,3.8,52,71,1,3,4,20,3.0
38884,Lifetree CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,0,0,3.4,10,71,1,3,4,20,4.0
38885,The Perfect Stop,0,0,3.5,11,78,1,3,4,20,3.0
38886,Biryani Paradise,0,0,3.4,6,78,1,2,4,20,3.0
38887,Petoo,0,0,3.7,32,14,1,3,4,20,3.0
38888,The Whiskey Bar,0,1,3.7,44,66,1,2,4,20,3.0
38889,Taste Of Kerala,0,0,2.3,48,70,1,2,4,20,1.0
38890,Strawberry Moon,0,0,3.4,5,66,2,1,4,20,3.0
38891,The Charlton Bar,0,0,3.3,4,70,1,2,4,20,3.0
38892,New Kohinoor Hotel,0,0,3.2,9,14,1,1,4,20,3.0
38893,Mallige,0,0,3.2,5,66,1,2,4,20,1.0
38894,Amnesia - The Poolside Bar,0,0,3.7,15,70,2,3,4,20,4.0
38895,Dad's Coffee Club,0,0,3.700448817952718,0,70,1,3,4,20,0.0
38896,Magic Biryani,0,0,3.700448817952718,0,71,1,2,4,20,0.0
38897,RR Catering,0,0,3.4,10,52,1,3,4,20,3.0
38898,Dasaprakash Cafe,0,0,3.2,10,52,1,1,4,20,3.0
38899,JCL Canteen,0,0,3.700448817952718,0,79,1,1,4,20,0.0
38900,Lotus Royal Cuisine,0,0,3.3,13,70,1,2,4,20,4.0
38901,Grill 99 - The Ritz-Carlton,0,0,3.4,12,70,1,3,4,20,3.0
38902,Green Paprika,0,0,3.3,7,12,1,3,4,20,3.0
38903,The Bao Belly,0,0,3.3,9,70,1,1,4,20,3.0
38904,Zaiqa,0,0,3.4,8,71,1,2,4,20,0.0
38905,37 China Town,0,0,3.5,58,66,1,5,4,20,3.0
38906,The Chevron Brigade,0,0,3.3,4,8,1,3,4,20,0.0
38907,Zuiqa Taste,0,0,3.700448817952718,0,71,1,2,4,20,0.0
38908,Karavali Lunch Home,0,0,3.700448817952718,0,78,2,3,4,20,0.0
38909,R.K.R Lunch Home,0,0,3.700448817952718,0,71,1,2,4,20,0.0
38910,Bhartiya Jalpan,0,0,3.700448817952718,0,14,1,2,4,20,3.0
38911,X Cafe,0,0,3.700448817952718,0,78,1,5,4,20,0.0
38912,Malabar Kitchen,1,0,3.2,5,14,1,3,4,20,3.0
38913,Vinny's,1,0,3.9,212,8,1,4,4,20,3.0
38914,The Coffee Bean & Tea Leaf,1,0,3.8,261,52,1,1,4,20,3.0
38915,C Sharp Kitchen,1,0,3.6,53,12,1,3,4,20,3.0
38916,Eatato Snack Bar,0,0,3.3,11,8,1,5,4,20,1.0
38917,Casa Express,0,0,2.6,26,70,1,2,4,20,1.0
38918,Italia - The Park Bangalore,0,0,3.7,82,52,1,1,4,20,0.0
38919,Bon Sante,0,0,3.6,104,8,1,3,4,20,3.0
38920,Meenu Oota Da Maane,1,0,3.1,23,8,1,3,4,20,3.0
38922,Tea and Wine Lounge,0,0,3.6,12,66,1,3,4,20,3.0
38923,Kamat's Palate Korner,0,0,4.1,121,71,1,2,4,20,3.0
38924,Mamma Mexicana,1,1,2.2,409,52,1,1,4,20,1.0
38925,Shiv Sagar,0,0,3.700448817952718,0,52,1,3,4,20,0.0
38926,Dunkin' Donuts,1,0,4.0,1084,8,2,5,4,20,3.0
38927,Siddiqu Kabab Center,0,0,4.4,178,71,1,2,4,20,3.0
38928,The Bundle Co.,1,0,4.4,227,52,1,4,4,20,3.0
38929,Khazana Food Paradise,0,0,4.1,362,71,1,2,4,20,3.0
38930,Bhagatram Sweets,0,0,3.4,225,14,1,2,4,20,3.0
38931,Mandarin Box,0,0,3.9,84,12,1,1,4,20,3.0
38932,Indian Coffee House,0,0,4.0,1223,12,1,1,4,20,3.0
38933,99 Pancakes,1,0,4.1,45,12,1,2,4,20,3.0
38934,Siddappa Hotel,0,0,4.1,274,71,1,1,4,20,3.0
38935,Lakeview Milkbar,0,0,4.0,1460,52,2,3,4,20,3.0
38936,Taco Bell,1,0,3.9,35,8,1,3,4,20,3.0
38937,eat.fit,1,1,4.1,106,12,1,1,4,20,3.0
38938,Leon Grill,1,0,4.3,288,81,1,2,4,20,3.0
38939,Kentacky Chicken Corner,0,0,4.0,106,71,1,2,4,20,3.0
38940,Northern Route,1,0,4.1,161,81,1,2,4,20,1.0
38941,Juice Junction,1,0,4.0,101,81,1,2,4,20,3.0
38942,Nisarga Garden,0,0,4.0,90,28,1,4,4,20,3.0
38943,Chetty's Coffee,1,0,3.8,18,52,1,1,4,20,3.0
38944,Amdo's Corner Tibetan Foods,0,0,4.0,47,71,1,2,4,20,3.0
38945,KFC,1,0,3.8,199,8,1,2,4,20,3.0
38946,The Chocolate Heaven,1,0,3.700448817952718,0,14,2,2,4,20,3.0
38947,Stars 'N' Stripes,0,0,2.7,77,52,1,3,4,20,3.0
38948,Sri Saravana Bhavan,0,0,3.9,77,14,1,1,4,20,3.0
38949,Koshy's,0,0,3.6,53,71,2,2,4,20,3.0
38950,Gangotree,0,0,3.8,51,66,1,1,4,20,4.0
38951,Burger King,1,0,3.9,653,14,1,3,4,20,4.0
38952,Hotel Fanoos,1,0,4.0,789,71,1,4,4,20,3.0
38953,Desi Vdesi,1,0,3.9,113,78,1,3,4,20,3.0
38954,Little White Kitchen,1,0,3.8,19,8,1,4,4,20,3.0
38955,Haji Ali Juice Centre,1,0,4.1,79,14,2,5,4,20,3.0
38956,Domino's Pizza,1,0,3.8,122,52,1,2,4,20,3.0
38957,Sri Udupi Park,1,0,3.8,106,70,1,2,4,20,4.0
38958,Kabab Souq,1,0,3.6,112,71,1,4,4,20,1.0
38959,New Kudla Family Resturant,1,0,3.2,5,52,1,2,4,20,4.0
38960,Chickpet Donne Biryani House,1,0,3.7,49,14,1,1,4,20,4.0
38961,KKR FOODIES,1,1,3.2,60,81,1,2,4,20,4.0
38962,Munchies,1,0,3.9,65,8,2,2,4,20,3.0
38963,Vishnu Sagar,0,0,3.0,33,14,1,3,4,20,3.0
38964,McDonald's,0,0,2.8,93,14,1,2,4,20,3.0
38965,Taste Of Tibet,0,0,4.1,341,8,1,3,4,20,3.0
38966,SGS Non Veg - Gundu Pulav,1,0,3.9,56,81,1,2,4,20,3.0
38967,Masala Oota,1,0,3.6,79,70,1,2,4,20,3.0
38968,Fatima Bakery,0,0,3.7,14,71,2,2,4,20,3.0
38969,Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,0,0,3.6,26,79,1,1,4,20,3.0
38970,Mel's Korner,0,0,3.7,95,12,1,1,4,20,3.0
38971,WOW! Momo,1,0,3.6,124,8,2,2,4,20,1.0
38972,Hotel Ajantha,0,0,3.9,76,52,1,1,4,20,3.0
38973,Deccan Spices,0,0,3.7,24,71,1,3,4,20,3.0
38974,Goli Vada Pav No. 1,0,0,3.6,19,70,1,1,4,20,3.0
38975,Yomama!!,0,0,3.6,8,8,1,4,4,20,3.0
38976,Just Bake,1,0,3.5,33,78,2,1,4,20,3.0
38977,Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,1,0,3.9,58,52,1,1,4,20,3.0
38978,Adda,0,0,3.3,5,78,1,1,4,20,1.0
38979,Donne Biryani House,1,0,3.4,70,70,1,1,4,20,3.0
38980,Kabab Nation Corner,1,0,3.5,75,8,1,3,4,20,1.0
38981,Shilpa Veg,0,0,3.6,37,79,1,4,4,20,3.0
38982,New Udupi Upahar,0,0,3.1,7,71,1,3,4,20,3.0
38983,Aaha Andhra,0,0,3.6,16,8,1,3,4,20,1.0
38984,Kerala Kitchen,0,0,3.1,32,8,1,2,4,20,1.0
38985,Donne Biriyani Mane,1,0,3.4,63,12,1,2,4,20,3.0
38986,Platter,1,0,2.9,25,70,1,2,4,20,3.0
38987,Hushy's Kitchen,1,0,3.5,58,78,1,1,4,20,3.0
38988,Cafe Sandarshini,0,0,3.700448817952718,0,78,1,2,4,20,0.0
38989,Kaati Zone,1,0,3.0,165,12,1,3,4,20,3.0
38990,Foody's,1,0,3.8,169,78,1,2,4,20,4.0
38991,Allana Kabab,0,0,3.3,4,71,1,1,4,20,3.0
38992,Firewood Biryani,1,0,3.9,456,70,1,3,4,20,3.0
38993,Hotel Metropole,0,0,2.9,18,79,1,3,4,20,3.0
38994,Ultra Biriyani Paradise,0,0,3.3,9,78,1,1,4,20,1.0
38995,The Grand Taj,1,0,3.3,37,79,1,2,4,20,3.0
38996,Faasos,1,0,3.9,252,70,1,3,4,20,3.0
38997,Vasudev Adiga's,0,0,3.4,60,12,1,4,4,20,3.0
38998,Juice Shop,0,0,3.3,11,8,1,2,4,20,3.0
38999,Durga Sagar,1,0,3.4,9,78,1,1,4,20,4.0
39000,Ram Prasad Veg,0,0,3.7,15,79,1,1,4,20,3.0
39001,North Indian Hotel,0,0,3.4,11,79,1,1,4,20,3.0
39002,Khally Wally,0,0,3.700448817952718,0,52,1,2,4,20,4.0
39003,Hotel Ramprasad,1,0,4.2,94,8,1,2,4,20,3.0
39004,Indira Darshini,1,0,3.5,21,28,1,2,4,20,3.0
39005,Gundappa Donne Biryani,0,0,3.7,163,81,1,1,4,20,1.0
39006,Royal Restaurant,0,0,3.2,7,79,1,2,4,20,3.0
39007,Khan Saheb Grills and Rolls,1,0,3.4,25,50,1,2,4,20,3.0
39008,Chilli Chicken,1,0,3.1,7,8,1,1,4,20,1.0
39009,Roll Er Dokaan,1,0,3.3,19,8,1,2,4,20,3.0
39010,Chaitanya Veg,1,0,3.2,5,79,1,1,4,20,3.0
39011,Baskin Robbins,1,0,3.7,24,8,1,2,4,20,4.0
39012,New Arya Bhavan,0,0,3.1,23,52,1,3,4,20,3.0
39013,Bettaiah Military Hotel,0,0,3.3,4,78,1,1,4,20,3.0
39014,Sri Rama Coffee Shop,0,0,3.700448817952718,0,79,1,1,4,20,3.0
39015,New Star Hotel,0,0,3.700448817952718,0,79,1,1,4,20,2.0
39016,A1 Ambur Biryani,0,0,3.700448817952718,0,79,1,1,4,20,0.0
39017,Kabab and Biryani Centre,0,0,3.700448817952718,0,71,1,2,4,20,0.0
39018,Tandoori Platter,0,0,3.700448817952718,0,70,1,1,4,20,0.0
39019,Radhika Veg Delite,0,0,3.700448817952718,0,79,1,2,4,20,3.0
39020,New Ambur Biryani,0,0,3.700448817952718,0,78,1,1,4,20,3.0
39021,Hotel Select,0,0,3.700448817952718,0,78,1,1,4,20,0.0
39022,Rolls Corner,0,0,3.700448817952718,0,8,1,2,4,20,0.0
39023,Bihari Hotel,0,0,3.700448817952718,0,8,1,1,4,20,0.0
39024,Indira Canteen,0,0,3.700448817952718,0,8,1,1,4,20,0.0
39025,Shilpa Vegetarian Restaurant,0,0,3.700448817952718,0,79,1,3,4,20,0.0
39026,Pappu BC,0,0,3.700448817952718,0,79,1,2,4,20,4.0
39027,Chaat Chatore,0,0,3.700448817952718,0,52,1,2,4,20,0.0
39028,Bharani's,0,0,3.700448817952718,0,52,1,1,4,20,0.0
39029,Satkar Upahar,0,0,3.700448817952718,0,78,1,2,4,20,4.0
39030,DeCafe,0,0,3.700448817952718,0,8,1,4,4,20,3.0
39031,Apsara Hotel,0,0,3.700448817952718,0,79,1,1,4,20,3.0
39032,Home Treat,0,0,3.1,7,8,1,1,4,20,3.0
39033,Sri Rama,0,0,3.2,4,79,1,1,4,20,3.0
39034,Metro Military Hotel,1,0,3.700448817952718,0,78,1,3,4,20,3.0
39035,Kabab Mela,1,0,3.700448817952718,0,79,1,3,4,20,3.0
39036,Bhaiyaji Food Court,0,0,3.3,6,52,1,2,4,20,3.0
39037,Indy's Comfort Food,0,0,4.1,399,79,1,3,4,20,3.0
39038,Sri Krishna Upahar,0,0,3.700448817952718,0,79,1,4,4,20,4.0
39039,Vinay Upahar,0,0,3.700448817952718,0,79,1,2,4,20,0.0
39040,Maiera Siddiqha Kabab Centre,0,0,3.700448817952718,0,79,1,2,4,20,0.0
39041,Vishwamitra Veg Restaurant,0,0,3.700448817952718,0,79,1,4,4,20,3.0
39042,Shadow Kolkata Katti Rolls & Momos,1,0,3.700448817952718,0,8,1,2,4,20,1.0
39043,Armani Kabab Centre,0,0,3.700448817952718,0,71,1,2,4,20,1.0
39044,Royal Tea House,0,0,3.700448817952718,0,79,1,1,4,20,3.0
39045,Shalimar Chaska,0,0,3.700448817952718,0,71,1,2,4,20,1.0
39046,Sri Krishna The Dhaba,0,0,3.700448817952718,0,71,1,3,4,20,1.0
39047,Ambur Hot Dum Biriyani,0,0,3.700448817952718,0,79,1,1,4,20,0.0
39048,Madurai Hotel,0,0,3.700448817952718,0,14,1,1,4,20,4.0
39049,Sri Sai Sagar Food,0,0,3.700448817952718,0,52,1,3,4,20,0.0
39050,Night Kitchen,0,0,3.700448817952718,0,79,1,3,4,20,0.0
39051,Let's Eat Desi Chinese,0,0,3.700448817952718,0,78,1,1,4,20,0.0
39052,21 Corner Haus Cafe,0,0,3.700448817952718,0,78,1,3,4,20,0.0
39053,Kerala Home Food,0,0,3.700448817952718,0,8,1,1,4,20,0.0
39054,Spicy Gobi Magic,0,0,3.700448817952718,0,78,1,3,4,20,3.0
39055,Safa Hotel,0,0,3.700448817952718,0,79,1,2,4,20,4.0
39056,Hotel New Sagar,0,0,3.700448817952718,0,79,1,3,4,20,3.0
39057,Crazy Pizza,1,0,3.700448817952718,0,8,2,2,4,20,3.0
39058,Tibbs Frankie,0,0,3.0,22,81,1,2,4,20,3.0
39059,K V Canteen,0,0,3.5,17,14,1,1,4,20,3.0
39060,Cool Joint,0,0,3.6,25,14,1,2,4,20,4.0
39061,Rolls On Wheels,0,0,3.5,45,8,1,3,4,20,1.0
39062,Vyshali Food Corner,0,0,3.6,13,78,1,3,4,20,3.0
39063,Delhi Bhavan,0,0,3.3,11,14,1,2,4,20,3.0
39064,Hotel Kanchan's Fish & Chicken,1,0,3.3,4,79,1,2,4,20,1.0
39065,Kavya Sagar,0,0,2.9,11,71,1,2,4,20,3.0
39066,Mr. Anbu'g Ambur Biryani,0,0,3.2,4,71,1,1,4,20,3.0
39067,R S Lunch Home,0,0,3.4,11,78,1,1,4,20,3.0
39068,Donne Biryani,0,0,3.2,11,78,1,1,4,20,3.0
39069,Sri Raghavendra Tiffin Center,0,0,3.700448817952718,0,79,1,1,4,20,0.0
39070,Hatti Punjab Di,0,0,3.4,8,8,1,1,4,20,4.0
39071,Kalpana Fast Food,0,0,3.700448817952718,0,71,1,2,4,20,0.0
39072,Sri Udupi Grand,0,0,3.2,9,78,1,3,4,20,1.0
